cust_id,gender
3500,0.7058797810863974
3501,0.2144242392704657
3502,0.19365976262702775
3503,0.37376830785332
3504,0.39917920618290964
3505,0.2931045463219667
3506,0.11211509972641474
3507,0.6670807298768913
3508,0.3332560668362672
3509,0.14345115696152866
3510,0.1798722846489211
3511,0.3697940682824085
3512,0.40881102080614884
3513,0.15108280651373154
3514,0.6291741889709178
3515,0.1811090621069607
3516,0.18517359651909998
3517,0.1810286660029292
3518,0.3066555591140566
3519,0.49075035790859955
3520,0.7360493969073063
3521,0.5048825753369994
3522,0.5708417091260596
3523,0.1977390498504723
3524,0.18827680272156364
3525,0.5464399978767495
3526,0.2680869132324821
3527,0.8296336642435128
3528,0.4823418369259137
3529,0.2893912250590143
3530,0.14350706974926228
3531,0.7427089149883801
3532,0.0827260081615962
3533,0.2943636276493898
3534,0.644894029291177
3535,0.22959093345937956
3536,0.3507173665071453
3537,0.6321723799029961
3538,0.3989185543861431
3539,0.4652841051018447
3540,0.15634359988361887
3541,0.18232335171748643
3542,0.28502015433126127
3543,0.6548721186770964
3544,0.38855607113054286
3545,0.4095692852623103
3546,0.30825757573011214
3547,0.19747540870453556
3548,0.5435051792228015
3549,0.32956600889220494
3550,0.33345458054049665
3551,0.5258545879676473
3552,0.23669638417525815
3553,0.3982268959708547
3554,0.289300619150024
3555,0.1512727530488916
3556,0.5090203987419276
3557,0.29322162852467
3558,0.22007323719351796
3559,0.400170944221342
3560,0.45487468189280034
3561,0.5047027841967536
3562,0.3449388344171305
3563,0.26084550031504194
3564,0.6705201471856692
3565,0.4968726082379046
3566,0.11092817805265694
3567,0.3907279007996996
3568,0.5172124634834226
3569,0.36563758207789904
3570,0.18512908023681487
3571,0.3901741598220465
3572,0.6767620347377007
3573,0.47846793363044027
3574,0.408179923889647
3575,0.5412621550044764
3576,0.5516511217187487
3577,0.32578245642958353
3578,0.23075548937661208
3579,0.2218706173094864
3580,0.5611974375913945
3581,0.5600639584098286
3582,0.6409445515781833
3583,0.6079994927147373
3584,0.31327107989230746
3585,0.2813303050325906
3586,0.07709356658041956
3587,0.22000742053381914
3588,0.21153695180653231
3589,0.2742255922099813
3590,0.6192011266793047
3591,0.345951931033037
3592,0.7294002485856441
3593,0.23910095770696244
3594,0.12712433609432136
3595,0.41737583675365714
3596,0.18727457514150467
3597,0.17080622327652842
3598,0.4235388040751272
3599,0.632797540563475
3600,0.49600877420972833
3601,0.47003135687638276
3602,0.4550747534342162
3603,0.20611374165405225
3604,0.8007479443898492
3605,0.21873952742067845
3606,0.4386230111588861
3607,0.3080584638705843
3608,0.3077068172994191
3609,0.12719633125105584
3610,0.335659958014411
3611,0.5010558557648329
3612,0.5369295281015672
3613,0.15706234023107676
3614,0.4398455212897444
3615,0.13839793053703126
3616,0.5156673952173747
3617,0.5856692574138561
3618,0.6402421933925997
3619,0.12894794948724123
3620,0.37832221149782935
3621,0.46863365351799025
3622,0.2128301977952412
3623,0.6745757014957591
3624,0.12896405086585092
3625,0.48939491052142137
3626,0.6223444447336026
3627,0.3971755037183488
3628,0.5803703398918445
3629,0.30678875453396476
3630,0.5503710369487899
3631,0.3752684466645343
3632,0.5393484323505344
3633,0.2142525139250872
3634,0.12896783458000202
3635,0.567640736255346
3636,0.5184113098737188
3637,0.16203554952358218
3638,0.6210941968830141
3639,0.6504289798886755
3640,0.5689888603926532
3641,0.3428176481976586
3642,0.6852754236662945
3643,0.19663942246604083
3644,0.21400773538560827
3645,0.26118360464107376
3646,0.22843462424761882
3647,0.30293341246884037
3648,0.7099391534278753
3649,0.3057133953305491
3650,0.3125950042478856
3651,0.5188391561083682
3652,0.7789296194026293
3653,0.39273964325242333
3654,0.35784639044604766
3655,0.38021799631578895
3656,0.39119876617971294
3657,0.5035168006358365
3658,0.19759220473032824
3659,0.1607102940915312
3660,0.4025747984649718
3661,0.5073612679344052
3662,0.1402235533839923
3663,0.6326079683366143
3664,0.46652549614615535
3665,0.643665438804555
3666,0.6093951646592599
3667,0.1657748606456329
3668,0.1513822253429073
3669,0.6037105670964149
3670,0.12657750467299414
3671,0.6269243600087748
3672,0.060576431920335745
3673,0.4525175331113195
3674,0.36352195918694274
3675,0.5666057238834719
3676,0.24847779301358916
3677,0.4028447977356763
3678,0.3251857469120855
3679,0.13723878486930938
3680,0.37077489178525036
3681,0.4957657814906575
3682,0.6111165932265563
3683,0.22401991876998195
3684,0.5322241204349287
3685,0.5530976786418736
3686,0.4110760725485837
3687,0.4718859225816974
3688,0.14846533135329243
3689,0.6019277604885778
3690,0.6338739057555707
3691,0.11703337566480378
3692,0.5148123147073714
3693,0.18774059229698412
3694,0.4496364856508237
3695,0.742838926664951
3696,0.529810180248865
3697,0.6352162592429762
3698,0.3043923170452444
3699,0.3186444606704738
3700,0.15259657329945653
3701,0.06885741822452933
3702,0.2541429410456415
3703,0.4696306416784036
3704,0.7383910955777069
3705,0.43243692222135754
3706,0.24014361474013834
3707,0.18444484953737408
3708,0.21574943383714676
3709,0.1534437491640618
3710,0.26974686451433927
3711,0.24954152592190335
3712,0.5543397298081292
3713,0.16993930601283103
3714,0.21984682035061978
3715,0.25111591252318133
3716,0.14252164914143284
3717,0.3062314982678814
3718,0.12999518008094627
3719,0.22975060438653755
3720,0.3735573246546378
3721,0.5513225852051336
3722,0.16494587540394545
3723,0.48794221775802565
3724,0.4302993419744105
3725,0.36670584267684647
3726,0.49651244461581284
3727,0.7096137696585796
3728,0.3364137130527172
3729,0.6553170922403769
3730,0.32243194509383794
3731,0.5061880459918732
3732,0.46937155635134126
3733,0.7662765021116593
3734,0.1335298421562649
3735,0.3982915706793278
3736,0.39765178286808617
3737,0.6099826632590181
3738,0.20663518016472116
3739,0.4931529107478186
3740,0.4933527727554149
3741,0.6992221043322804
3742,0.25209173853747974
3743,0.16211854442742724
3744,0.2360444226227933
3745,0.2514320698480619
3746,0.37712678696611857
3747,0.09399451222264563
3748,0.2462035161217908
3749,0.5312434180339214
3750,0.2391314818550509
3751,0.5844956640586386
3752,0.1897498544289629
3753,0.6458632258260805
3754,0.28230389255416277
3755,0.6609189224671068
3756,0.5627043154888498
3757,0.17180728474563348
3758,0.36650900662820685
3759,0.37738872919944416
3760,0.26657574644542537
3761,0.5505526570561176
3762,0.18415490235908466
3763,0.28482835693139164
3764,0.5442607917273279
3765,0.08693270207464329
3766,0.3451496178750814
3767,0.7922739896936057
3768,0.7740361484685601
3769,0.5937307178305683
3770,0.68409587122378
3771,0.1339548194240473
3772,0.6128419318536023
3773,0.509096290996467
3774,0.1953808459875896
3775,0.7191181023261464
3776,0.7385753022987916
3777,0.6977198439039812
3778,0.2515977209926525
3779,0.13250856005643596
3780,0.32991021764069234
3781,0.24940575439322432
3782,0.3767678129701783
3783,0.3507355521432487
3784,0.2855535736421028
3785,0.6037396637132526
3786,0.15333479299601283
3787,0.7175906552805733
3788,0.33795521278780843
3789,0.3617615607475022
3790,0.3183849721938894
3791,0.2461961958465401
3792,0.5430241247947469
3793,0.5821686998434141
3794,0.45241610292455176
3795,0.5809151788479442
3796,0.10497892100783328
3797,0.5740222135450131
3798,0.43964390337203074
3799,0.2660455695773779
3800,0.2370171899767982
3801,0.20641991808935864
3802,0.20023426996542007
3803,0.3247126590288735
3804,0.25687155364898745
3805,0.39475582903808487
3806,0.636964194633035
3807,0.1413113374338803
3808,0.5532007760881392
3809,0.27758222523719034
3810,0.38551827143505374
3811,0.5799151517983562
3812,0.38208782653028095
3813,0.5759061290259166
3814,0.3384354419571204
3815,0.598256779360956
3816,0.38262012874292217
3817,0.08222166608589498
3818,0.4087829257568379
3819,0.13860146718158192
3820,0.6125568481441168
3821,0.6047366547190075
3822,0.2373168820617316
3823,0.15702988974838408
3824,0.2581194830882182
3825,0.5251902752832146
3826,0.13463081434873433
3827,0.23135142478868223
3828,0.17159339900202739
3829,0.7853097312233259
3830,0.7788965489816823
3831,0.28019653028105146
3832,0.21061961358959083
3833,0.12269245123895385
3834,0.4075821506624991
3835,0.22908790008619595
3836,0.17669288722816076
3837,0.22198786076372215
3838,0.6192689820544388
3839,0.5099416392080504
3840,0.7168918320691839
3841,0.19954629392957535
3842,0.1260750968044322
3843,0.2893454191078393
3844,0.5393133072317701
3845,0.24311964625626223
3846,0.12778636206913496
3847,0.23972797742405091
3848,0.21513301829773762
3849,0.6542540377135846
3850,0.1986388099115591
3851,0.23719957556976745
3852,0.7369479824697462
3853,0.2830730713286514
3854,0.21046424897682053
3855,0.2040447139722335
3856,0.4484733558765078
3857,0.13878906147942277
3858,0.2634628619565262
3859,0.4228630059231045
3860,0.5962355641432427
3861,0.19029264899862605
3862,0.5056359172959405
3863,0.6054463797554779
3864,0.6546211599333576
3865,0.5680082557240076
3866,0.3396423671689131
3867,0.4158346542404706
3868,0.4707053155145727
3869,0.775096905685867
3870,0.37315829922190813
3871,0.5848984230449936
3872,0.5353686678524581
3873,0.16810034121114723
3874,0.2592804540508737
3875,0.17260527442936432
3876,0.5099619656566369
3877,0.2548377208313157
3878,0.6211256332938044
3879,0.5653577562302932
3880,0.41663231064735184
3881,0.21135833391404335
3882,0.24749468120459325
3883,0.2790317369665696
3884,0.18867914691113669
3885,0.6514926059402454
3886,0.49679299957268436
3887,0.6420982674562417
3888,0.5100782352759761
3889,0.29334937067785366
3890,0.5540302777267557
3891,0.2258036522328757
3892,0.15440197939154107
3893,0.2004799261886393
3894,0.170056519377117
3895,0.14703003058569064
3896,0.11908805485031626
3897,0.22378161261142038
3898,0.5679205818450657
3899,0.2296670095281256
3900,0.5959763359091589
3901,0.7610647890029996
3902,0.34629363688914083
3903,0.1859601102943542
3904,0.2595150200291569
3905,0.3023990749790802
3906,0.6360574976260936
3907,0.10751922369622154
3908,0.21128761625624104
3909,0.6497513416080035
3910,0.2043749034825935
3911,0.0677905406713675
3912,0.5198405468618743
3913,0.6687038121955612
3914,0.4569405421507508
3915,0.1726390834766137
3916,0.40346730128521807
3917,0.6145012445388595
3918,0.5611933201369519
3919,0.359490434414108
3920,0.7748625948031055
3921,0.2608449105061528
3922,0.24924333149948805
3923,0.6146354885708882
3924,0.43746559894647025
3925,0.48315643690101917
3926,0.3948013994377243
3927,0.2586386860432837
3928,0.3903183718912859
3929,0.6598229642467884
3930,0.6851763362741061
3931,0.19590699269056303
3932,0.5291250244041673
3933,0.513493376670348
3934,0.20782935623040466
3935,0.37173088552957295
3936,0.09521134062980129
3937,0.24546232228900008
3938,0.6634240635712064
3939,0.2867650540145153
3940,0.4889680399215546
3941,0.2522093081397167
3942,0.16973380583991735
3943,0.27836146161970726
3944,0.16457823890223355
3945,0.4797742586673803
3946,0.241275819408061
3947,0.11871121219999256
3948,0.5541597000418628
3949,0.4771286560091996
3950,0.3731394357952501
3951,0.2251939742434281
3952,0.2602909284257511
